Date,Truck_ID,Operator_ID,Route,Distance_km,Fuel_Litres,Idle_Minutes,Load_Tonnes,Trip_Hours,Avg_Speed_kmh,Fuel_Efficiency_km_per_L,Expected_Anomaly
2025-12-12,TR025,OP028,South Pit,93.46,39.16,19.7,235.2,4.34,21.5,2.387,0
2025-04-21,TR006,OP031,East Pit,112.97,44.54,78.7,147.3,5.51,20.5,2.536,0
2025-12-28,TR002,OP010,North Pit,63.23,27.54,73.8,150.9,3.41,18.6,2.296,0
2025-12-16,TR028,OP028,Crusher,13.58,9.37,42.9,217.0,0.37,36.2,1.449,0
2025-11-05,TR014,OP031,East Pit,46.49,26.09,5.7,149.9,1.45,32.0,1.782,0
2025-07-01,TR029,OP045,North Pit,105.32,51.93,88.9,72.7,3.28,32.1,2.028,0
2025-12-09,TR018,OP028,South Pit,18.28,9.16,10.4,69.3,0.54,34.0,1.996,0
2025-04-07,TR013,OP001,North Pit,74.88,47.22,78.2,152.4,3.37,22.2,1.586,0
2025-10-07,TR026,OP048,North Pit,117.84,53.24,76.6,176.0,3.39,34.8,2.213,0
2025-01-03,TR013,OP007,Stockpile,56.31,28.51,58.2,175.8,2.22,25.4,1.975,0
2025-11-29,TR013,OP049,Crusher,9.94,7.67,48.2,81.7,0.38,26.4,1.296,0
2025-07-05,TR011,OP006,Crusher,105.76,37.55,53.1,179.8,3.43,30.8,2.817,0
2025-07-04,TR030,OP014,Stockpile,76.09,31.79,31.0,113.5,3.43,22.2,2.394,0
2025-11-13,TR004,OP003,South Pit,13.88,8.49,84.6,111.2,0.54,25.5,1.635,0
2025-03-01,TR009,OP043,East Pit,24.19,10.02,31.4,86.7,1.08,22.3,2.414,0
2025-04-04,TR022,OP004,South Pit,51.88,21.25,27.1,238.1,2.7,19.2,2.441,0
2025-11-17,TR010,OP030,Stockpile,100.8,45.82,17.5,196.3,2.73,37.0,2.2,0
2025-08-10,TR004,OP037,Crusher,20.04,15.75,77.3,208.7,0.72,27.9,1.272,0
2025-03-05,TR014,OP040,Crusher,116.5,49.28,52.1,222.7,4.56,25.6,2.364,0
2025-01-18,TR024,OP049,Stockpile,77.79,31.16,54.1,144.6,2.26,34.5,2.496,0
2025-01-13,TR026,OP015,North Pit,19.18,11.83,54.6,234.9,0.67,28.5,1.621,0
2025-01-02,TR002,OP035,South Pit,78.38,26.69,15.8,183.3,3.04,25.7,2.937,0
2025-01-09,TR007,OP012,East Pit,106.43,59.61,18.2,132.9,3.06,34.8,1.785,0
2025-07-22,TR006,OP050,Crusher,82.12,42.83,36.8,52.5,3.4,24.1,1.917,0
2025-12-25,TR024,OP044,North Pit,93.23,42.72,20.5,144.6,3.34,27.9,2.182,0
2025-02-10,TR029,OP039,North Pit,90.22,38.63,87.7,54.9,2.47,36.5,2.335,0
2025-03-14,TR011,OP036,Crusher,51.78,30.25,53.9,73.3,2.58,20.0,1.712,0
2025-12-23,TR028,OP009,Crusher,45.9,19.06,64.1,108.1,2.48,18.5,2.408,0
2025-03-01,TR028,OP012,Stockpile,78.06,32.21,67.2,157.5,2.3,34.0,2.423,0
2025-08-24,TR018,OP033,Crusher,19.01,16.1,73.6,93.1,0.55,34.8,1.181,0
2025-10-14,TR024,OP014,Stockpile,23.19,12.99,30.0,101.6,0.88,26.2,1.785,0
2025-06-29,TR025,OP047,South Pit,112.23,58.47,67.5,87.4,4.26,26.3,1.919,0
2025-10-31,TR014,OP025,North Pit,99.67,59.64,44.3,148.4,3.28,30.3,1.671,1
2025-06-10,TR027,OP049,South Pit,16.68,12.63,44.3,56.0,0.56,29.7,1.321,0
2025-07-16,TR017,OP010,West Pit,29.81,21.95,81.3,166.1,0.96,31.1,1.358,0
2025-02-06,TR007,OP033,North Pit,18.12,10.01,17.1,149.5,0.69,26.3,1.81,0
2025-05-07,TR001,OP046,Stockpile,28.4,17.89,33.7,79.5,1.39,20.4,1.587,0
2025-09-21,TR014,OP036,North Pit,36.33,19.84,55.3,200.6,1.25,29.0,1.831,0
2025-05-27,TR026,OP025,South Pit,30.42,20.8,63.8,211.6,0.81,37.6,1.463,0
2025-12-19,TR028,OP010,Crusher,109.45,66.19,84.7,76.1,5.96,18.3,1.654,0
2025-12-17,TR016,OP011,North Pit,14.18,14.25,58.2,66.1,0.6,23.5,0.995,0
2025-07-23,TR025,OP048,Crusher,38.63,15.37,20.0,92.4,1.17,32.9,2.513,0
2025-09-28,TR007,OP008,South Pit,78.52,33.28,23.3,213.6,2.76,28.5,2.359,0
2025-07-26,TR011,OP047,North Pit,43.02,25.94,89.2,203.7,1.8,23.8,1.658,0
2025-09-21,TR010,OP028,West Pit,31.2,13.49,14.0,130.8,1.04,30.1,2.313,0
2025-03-15,TR014,OP010,South Pit,43.7,24.49,52.9,55.7,2.06,21.2,1.784,0
2025-09-21,TR030,OP015,North Pit,75.2,34.77,29.0,226.8,3.81,19.7,2.163,0
2025-03-15,TR001,OP009,East Pit,82.27,32.16,58.3,46.2,2.56,32.1,2.558,0
2025-06-11,TR017,OP039,South Pit,81.42,51.67,56.1,190.4,2.84,28.7,1.576,0
2025-01-08,TR012,OP013,East Pit,93.74,57.73,81.8,221.4,2.56,36.6,1.624,0
2025-01-10,TR030,OP047,South Pit,41.35,14.79,21.5,108.8,1.16,35.6,2.796,0
2025-09-16,TR009,OP018,East Pit,67.84,33.24,60.0,80.0,2.84,23.9,2.041,0
2025-06-08,TR023,OP049,South Pit,84.72,61.58,44.4,86.3,2.35,36.1,1.376,1
2025-10-13,TR019,OP004,South Pit,112.27,48.94,82.6,160.2,3.19,35.1,2.294,0
2025-09-11,TR028,OP032,North Pit,15.74,15.36,85.5,176.0,0.42,37.7,1.025,0
2025-08-09,TR030,OP037,West Pit,60.75,26.68,54.9,155.5,1.62,37.5,2.277,0
2025-03-12,TR011,OP022,East Pit,72.12,36.65,39.3,203.3,2.79,25.9,1.968,0
2025-02-02,TR015,OP038,Crusher,62.69,32.8,61.3,81.2,2.61,24.0,1.911,0
2025-02-11,TR001,OP018,West Pit,31.32,17.12,77.0,141.7,1.05,29.7,1.829,0
2025-02-03,TR029,OP009,Stockpile,105.82,37.23,39.6,233.4,5.46,19.4,2.842,0
2025-04-11,TR008,OP046,Crusher,119.04,70.45,72.7,114.0,3.75,31.7,1.69,0
2025-05-04,TR021,OP035,West Pit,12.62,12.87,85.5,215.6,0.63,20.0,0.981,0
2025-08-26,TR002,OP031,West Pit,41.97,31.12,69.5,145.6,1.5,28.1,1.349,0
2025-09-03,TR011,OP005,North Pit,85.08,35.84,14.7,83.4,2.26,37.6,2.374,0
2025-07-20,TR023,OP003,East Pit,26.56,14.29,29.2,95.5,0.99,26.9,1.859,0
2025-10-24,TR004,OP007,West Pit,30.41,16.91,46.2,205.9,1.27,23.9,1.798,0
2025-09-11,TR027,OP026,North Pit,40.64,13.21,20.0,104.1,1.62,25.1,3.076,0
2025-08-25,TR020,OP015,East Pit,23.55,17.18,72.6,51.1,1.1,21.4,1.371,0
2025-02-01,TR020,OP036,West Pit,38.42,16.6,38.5,104.2,1.1,35.1,2.314,0
2025-02-01,TR020,OP024,West Pit,20.87,15.0,66.7,199.3,0.89,23.5,1.391,0
2025-07-17,TR021,OP018,East Pit,104.4,45.1,24.5,84.2,4.88,21.4,2.315,0
2025-06-01,TR017,OP025,North Pit,74.29,35.01,62.4,231.5,2.43,30.5,2.122,0
2025-03-11,TR022,OP007,East Pit,75.27,35.14,89.8,116.0,3.79,19.8,2.142,0
2025-02-11,TR025,OP021,North Pit,67.77,35.0,24.3,228.9,2.28,29.7,1.936,0
2025-05-03,TR027,OP024,East Pit,66.14,34.98,13.6,52.7,2.75,24.0,1.891,0
2025-05-21,TR008,OP017,East Pit,102.84,51.39,86.5,187.9,4.39,23.4,2.001,0
2025-02-16,TR014,OP006,Crusher,89.41,45.78,32.6,117.0,3.13,28.6,1.953,0
2025-11-24,TR014,OP033,North Pit,29.45,15.64,24.3,224.2,1.51,19.5,1.883,0
2025-09-15,TR022,OP048,South Pit,108.59,36.59,30.1,60.7,3.95,27.5,2.968,0
2025-10-30,TR015,OP034,East Pit,58.5,40.07,83.6,124.6,2.83,20.7,1.46,0
2025-12-08,TR002,OP007,North Pit,117.94,46.94,68.3,175.2,3.56,33.1,2.513,0
2025-08-19,TR012,OP030,Crusher,106.64,41.84,33.6,189.3,4.82,22.1,2.549,0
2025-04-09,TR020,OP004,South Pit,24.24,12.06,10.7,105.0,1.31,18.5,2.01,0
2025-03-18,TR018,OP018,Crusher,91.44,41.93,9.8,150.0,3.07,29.8,2.181,0
2025-01-11,TR015,OP017,Crusher,31.43,10.55,11.9,136.7,0.86,36.4,2.979,0
2025-02-07,TR014,OP038,West Pit,20.18,9.55,21.3,185.0,0.66,30.4,2.113,0
2025-03-09,TR007,OP023,East Pit,57.86,29.54,57.4,74.2,1.98,29.2,1.959,0
2025-11-06,TR016,OP037,North Pit,76.02,38.05,33.5,128.1,2.67,28.5,1.998,0
2025-06-12,TR020,OP013,East Pit,69.07,26.35,24.2,134.5,2.46,28.1,2.621,0
2025-07-03,TR007,OP039,South Pit,91.09,49.18,65.5,215.4,3.65,25.0,1.852,0
2025-11-19,TR021,OP027,Crusher,23.9,15.52,37.6,187.3,0.9,26.7,1.54,0
2025-01-31,TR013,OP005,West Pit,44.64,25.98,41.4,175.8,1.31,34.0,1.718,0
2025-01-07,TR012,OP033,South Pit,87.02,28.67,28.8,132.0,3.63,23.9,3.035,0
2025-11-17,TR003,OP010,East Pit,25.58,15.8,76.5,198.9,0.86,29.8,1.619,0
2025-04-07,TR002,OP016,South Pit,107.9,55.07,46.3,110.5,4.65,23.2,1.959,0
2025-07-18,TR030,OP035,Stockpile,33.24,14.68,7.4,201.5,1.56,21.3,2.264,0
2025-08-22,TR014,OP004,North Pit,87.2,31.33,53.2,44.9,2.82,31.0,2.783,0
2025-12-08,TR027,OP021,West Pit,116.11,42.39,60.3,52.3,3.52,33.0,2.739,0
2025-02-23,TR025,OP015,East Pit,43.39,59.03,87.1,58.8,1.35,32.3,0.735,1
2025-01-14,TR020,OP023,North Pit,48.16,19.56,80.2,216.2,1.57,30.7,2.462,0
2025-02-09,TR018,OP020,Stockpile,67.63,39.86,84.7,232.6,2.4,28.2,1.697,0
2025-03-27,TR008,OP012,East Pit,91.43,37.32,17.7,178.6,2.82,32.4,2.45,0
2025-10-11,TR008,OP037,West Pit,63.02,72.48,34.9,129.1,2.55,24.7,0.869,1
2025-05-02,TR017,OP005,Stockpile,50.58,22.5,25.2,46.9,1.75,29.0,2.248,0
2025-11-14,TR003,OP050,East Pit,23.47,13.48,62.0,41.7,1.03,22.7,1.741,0
2025-02-12,TR021,OP026,East Pit,76.88,33.99,23.6,71.5,4.03,19.1,2.262,0
2025-01-26,TR002,OP009,North Pit,75.61,32.53,74.0,194.1,3.05,24.8,2.324,0
2025-03-07,TR006,OP030,East Pit,101.72,44.29,82.2,191.1,5.26,19.3,2.297,0
2025-08-15,TR027,OP010,North Pit,100.72,37.68,8.7,86.6,3.15,32.0,2.673,0
2025-07-20,TR011,OP044,South Pit,33.59,20.17,66.9,168.2,1.53,21.9,1.665,0
2025-02-27,TR005,OP041,North Pit,82.78,35.65,64.7,214.2,2.45,33.8,2.322,0
2025-04-25,TR002,OP005,South Pit,18.31,8.12,27.2,136.2,0.7,26.0,2.255,0
2025-10-05,TR009,OP038,North Pit,105.55,59.42,81.8,168.5,3.08,34.3,1.776,0
2025-06-20,TR009,OP016,East Pit,44.61,16.01,16.6,107.7,1.36,32.7,2.786,0
2025-06-18,TR029,OP044,North Pit,10.51,10.8,75.7,189.3,0.51,20.7,0.973,0
2025-02-13,TR004,OP041,East Pit,37.45,20.96,8.3,101.5,1.03,36.4,1.787,0
2025-09-20,TR024,OP015,Stockpile,90.06,33.78,33.3,237.5,3.96,22.7,2.666,0
2025-12-20,TR010,OP041,North Pit,55.71,40.22,73.8,182.1,3.09,18.0,1.385,0
2025-01-30,TR008,OP047,South Pit,25.55,19.75,81.0,222.8,1.06,24.2,1.294,0
2025-07-08,TR006,OP012,Stockpile,116.62,37.96,11.7,189.8,6.08,19.2,3.072,0
2025-03-25,TR026,OP044,Stockpile,117.25,55.8,36.3,99.9,4.0,29.3,2.101,0
2025-05-01,TR005,OP014,North Pit,30.72,16.12,39.6,163.1,1.45,21.1,1.906,0
2025-02-26,TR022,OP019,West Pit,116.6,55.11,21.2,63.2,3.32,35.1,2.116,0
2025-07-05,TR029,OP037,North Pit,41.92,14.44,14.2,232.3,1.75,23.9,2.903,0
2025-04-05,TR002,OP038,North Pit,86.21,32.47,9.4,179.2,2.88,29.9,2.655,0
2025-09-05,TR022,OP005,East Pit,118.28,55.42,41.0,166.1,4.58,25.8,2.134,0
2025-04-14,TR004,OP022,Stockpile,99.37,43.83,50.5,175.0,3.31,30.0,2.267,0
2025-06-10,TR021,OP007,Crusher,26.3,11.56,32.3,171.9,0.74,35.8,2.275,0
2025-02-20,TR013,OP014,North Pit,115.5,58.66,36.6,179.6,3.39,34.1,1.969,0
2025-07-15,TR019,OP031,Stockpile,91.48,34.35,79.3,182.8,3.07,29.8,2.663,0
2025-11-29,TR011,OP003,South Pit,21.8,14.2,88.2,187.8,0.74,29.5,1.535,0
2025-07-05,TR022,OP031,East Pit,14.33,10.17,82.2,61.8,0.42,34.2,1.409,0
2025-05-19,TR003,OP010,Stockpile,113.85,45.24,75.3,193.0,5.48,20.8,2.517,0
2025-08-30,TR017,OP011,Crusher,97.05,96.91,36.2,190.3,5.36,18.1,1.001,1
2025-07-25,TR014,OP039,Stockpile,51.98,22.84,18.3,136.2,1.69,30.7,2.276,0
2025-04-13,TR011,OP043,North Pit,20.14,15.34,41.2,175.6,0.69,29.2,1.313,0
2025-05-29,TR012,OP037,West Pit,69.31,36.1,55.1,239.7,1.99,34.8,1.92,0
2025-10-08,TR025,OP037,East Pit,66.87,31.15,30.0,76.0,3.11,21.5,2.147,0
2025-02-03,TR030,OP042,Stockpile,73.35,38.14,7.1,169.3,2.98,24.6,1.923,0
2025-06-09,TR009,OP034,Stockpile,37.44,15.45,30.5,83.2,1.02,36.7,2.423,0
2025-12-18,TR025,OP031,North Pit,70.33,29.79,36.2,62.4,2.76,25.5,2.361,0
2025-11-08,TR005,OP012,Stockpile,78.77,45.34,84.7,137.7,3.92,20.1,1.737,0
2025-11-06,TR016,OP015,Crusher,39.91,21.9,25.8,123.1,1.7,23.5,1.822,0
2025-05-12,TR003,OP026,Stockpile,70.72,28.8,64.5,53.2,3.06,23.1,2.456,0
2025-10-29,TR028,OP048,Stockpile,66.5,41.59,73.9,120.1,1.83,36.4,1.599,0
2025-03-14,TR011,OP027,East Pit,104.49,56.8,72.7,151.7,3.35,31.2,1.84,0
2025-11-18,TR009,OP011,South Pit,25.48,14.92,87.0,128.3,0.85,30.2,1.708,0
2025-04-10,TR013,OP009,Stockpile,102.15,38.76,17.4,179.5,3.67,27.9,2.635,0
2025-02-01,TR022,OP012,Stockpile,16.1,10.4,47.5,90.4,0.83,19.5,1.548,0
2025-01-31,TR002,OP042,Stockpile,33.27,14.44,22.5,221.1,1.37,24.3,2.304,0
2025-10-11,TR027,OP014,North Pit,38.45,25.41,70.7,190.6,1.97,19.6,1.513,0
2025-08-26,TR002,OP031,South Pit,86.51,37.95,64.6,117.5,2.41,35.9,2.28,0
2025-10-16,TR004,OP013,Stockpile,52.2,17.04,14.2,63.5,1.51,34.6,3.063,0
2025-03-29,TR022,OP020,Stockpile,16.29,8.23,18.3,181.2,0.81,20.1,1.979,0
2025-08-15,TR005,OP020,Stockpile,57.7,20.25,29.5,121.3,1.64,35.3,2.849,0
2025-05-26,TR021,OP017,Crusher,89.7,39.79,42.8,133.5,3.97,22.6,2.254,0
2025-07-28,TR018,OP002,West Pit,10.8,10.04,80.4,220.9,0.54,20.0,1.076,0
2025-04-18,TR002,OP017,South Pit,81.5,41.73,35.1,236.9,3.75,21.7,1.953,0
2025-11-28,TR028,OP039,East Pit,95.28,36.42,37.8,233.2,4.93,19.3,2.616,0
2025-04-05,TR030,OP032,Stockpile,110.91,55.32,39.2,80.2,4.22,26.3,2.005,0
2025-10-21,TR007,OP032,Stockpile,83.34,29.16,60.6,148.7,2.72,30.6,2.858,0
2025-12-03,TR009,OP027,West Pit,54.85,29.39,67.0,53.0,1.95,28.1,1.866,0
2025-11-13,TR018,OP047,Stockpile,18.37,12.22,30.3,64.5,0.71,25.9,1.503,0
2025-12-23,TR025,OP010,South Pit,13.6,14.92,58.7,56.1,0.37,37.1,0.912,0
2025-10-26,TR028,OP014,East Pit,52.83,34.54,89.9,82.1,1.47,35.9,1.53,0
2025-10-05,TR026,OP029,West Pit,67.11,35.71,47.6,221.2,3.22,20.9,1.879,0
2025-09-20,TR011,OP027,Crusher,37.7,17.87,35.2,190.2,1.18,32.1,2.11,0
2025-12-01,TR022,OP048,Crusher,58.07,27.45,58.5,75.9,1.83,31.8,2.115,0
2025-04-19,TR016,OP013,Stockpile,48.55,23.31,11.0,106.6,2.34,20.7,2.083,0
2025-03-24,TR018,OP050,East Pit,112.53,58.84,78.3,119.9,4.68,24.0,1.912,0
2025-06-28,TR004,OP031,North Pit,68.78,32.34,19.1,173.3,3.62,19.0,2.127,0
2025-01-04,TR016,OP036,East Pit,76.47,28.18,7.0,47.9,2.93,26.1,2.714,0
2025-09-20,TR011,OP033,East Pit,33.23,14.58,54.4,87.2,1.18,28.1,2.279,0
2025-05-02,TR014,OP046,West Pit,93.1,48.03,82.7,161.0,3.09,30.1,1.938,0
2025-09-01,TR004,OP027,North Pit,14.81,5.01,5.2,208.1,0.43,34.7,2.956,0
2025-03-09,TR012,OP018,Crusher,30.8,17.26,55.8,209.0,1.04,29.7,1.784,0
2025-12-28,TR021,OP030,West Pit,112.56,41.98,60.0,118.8,3.13,36.0,2.681,0
2025-02-27,TR019,OP039,West Pit,102.28,38.56,15.8,102.8,4.34,23.6,2.652,0
2025-04-17,TR016,OP039,South Pit,89.39,35.06,23.8,99.3,3.39,26.3,2.55,0
2025-12-27,TR002,OP013,Crusher,105.71,43.99,83.9,212.8,3.78,28.0,2.403,0
2025-02-14,TR011,OP027,South Pit,33.25,11.35,17.4,144.4,0.96,34.7,2.93,0
2025-03-08,TR024,OP041,Crusher,100.43,40.81,66.1,74.5,2.97,33.8,2.461,0
2025-03-19,TR020,OP035,West Pit,59.03,32.06,39.0,146.6,2.32,25.4,1.841,0
2025-05-12,TR018,OP013,South Pit,92.12,52.71,82.9,94.6,4.13,22.3,1.748,0
2025-03-26,TR025,OP029,North Pit,106.27,35.88,69.7,62.8,3.88,27.4,2.962,0
2025-01-13,TR008,OP029,East Pit,19.09,10.97,38.9,103.1,0.78,24.6,1.74,0
2025-09-30,TR017,OP022,South Pit,67.8,39.81,82.0,151.6,2.18,31.0,1.703,0
2025-09-13,TR021,OP026,South Pit,99.37,36.43,22.8,216.4,3.67,27.1,2.728,0
2025-11-19,TR012,OP010,South Pit,70.3,26.69,57.1,202.1,2.0,35.1,2.634,0
2025-06-28,TR005,OP004,East Pit,99.08,57.63,87.6,177.0,2.79,35.5,1.719,0
2025-01-18,TR029,OP039,East Pit,78.15,31.92,30.2,182.0,3.73,21.0,2.448,0
2025-02-16,TR022,OP038,North Pit,90.36,42.14,57.9,105.7,2.6,34.8,2.144,0
2025-07-20,TR013,OP041,Stockpile,60.73,27.0,53.2,127.2,2.26,26.9,2.249,0
2025-04-09,TR007,OP026,West Pit,94.24,43.09,44.1,106.8,2.73,34.5,2.187,0
2025-03-22,TR020,OP050,Stockpile,83.02,83.23,60.4,145.3,2.99,27.7,0.997,1
2025-01-21,TR020,OP009,Stockpile,64.8,35.63,74.1,91.8,2.11,30.8,1.819,0
2025-04-12,TR030,OP014,South Pit,70.93,28.19,71.4,159.5,2.51,28.2,2.516,0
2025-12-23,TR010,OP001,East Pit,11.63,8.54,73.1,60.5,0.43,26.8,1.362,0
2025-10-25,TR014,OP021,North Pit,95.46,32.81,31.2,106.8,2.55,37.4,2.909,0
2025-04-22,TR024,OP033,East Pit,38.09,13.22,9.4,100.9,1.18,32.4,2.881,0
2025-07-02,TR002,OP048,Crusher,29.89,39.6,77.4,148.9,1.19,25.2,0.755,1
2025-01-23,TR010,OP008,South Pit,82.5,40.92,57.8,112.0,2.36,34.9,2.016,0
2025-10-03,TR024,OP034,South Pit,23.01,15.57,51.2,195.2,0.63,36.8,1.478,0
2025-11-15,TR003,OP007,Stockpile,88.0,34.63,50.7,201.7,2.54,34.6,2.541,0
2025-06-21,TR012,OP034,East Pit,62.27,23.17,74.1,81.3,3.11,20.0,2.688,0
2025-07-19,TR009,OP028,East Pit,71.77,27.66,20.2,82.7,3.49,20.6,2.595,0
2025-07-08,TR008,OP008,South Pit,79.05,45.24,42.7,196.6,2.24,35.3,1.747,0
2025-07-28,TR003,OP042,South Pit,71.6,27.85,50.1,164.9,3.66,19.6,2.571,0
2025-02-13,TR017,OP024,North Pit,77.9,27.75,59.6,49.0,3.35,23.2,2.807,0
2025-05-20,TR013,OP023,South Pit,27.6,16.48,27.2,233.0,1.19,23.2,1.675,0
2025-05-26,TR021,OP039,West Pit,103.19,56.6,20.4,82.2,2.78,37.1,1.823,0
2025-08-29,TR023,OP021,Stockpile,57.95,32.65,25.0,138.5,1.55,37.5,1.775,0
2025-08-16,TR009,OP004,North Pit,100.12,43.37,42.0,207.7,3.16,31.7,2.309,0
2025-04-21,TR014,OP046,Crusher,63.53,24.45,57.3,119.6,2.17,29.2,2.598,0
2025-03-30,TR026,OP009,Stockpile,105.2,45.8,15.5,228.9,4.13,25.5,2.297,0
2025-08-05,TR014,OP019,East Pit,109.61,47.88,27.9,132.1,3.16,34.7,2.289,0
2025-09-19,TR019,OP038,East Pit,103.14,54.96,18.7,209.7,5.63,18.3,1.877,0
2025-04-01,TR012,OP032,South Pit,105.71,47.81,50.2,115.0,5.81,18.2,2.211,0
2025-12-03,TR012,OP014,East Pit,77.6,39.86,32.7,48.5,2.81,27.6,1.947,0
2025-06-05,TR028,OP011,East Pit,29.34,18.4,60.3,79.3,1.13,26.0,1.595,0
2025-12-30,TR003,OP027,West Pit,62.83,24.63,9.2,117.9,3.42,18.4,2.551,0
2025-03-29,TR013,OP001,Crusher,96.06,50.04,11.9,186.0,2.9,33.1,1.92,0
2025-07-06,TR010,OP010,West Pit,85.24,36.97,40.7,70.3,3.33,25.6,2.306,0
2025-12-03,TR004,OP047,North Pit,38.46,21.37,37.9,165.8,1.01,37.9,1.8,0
2025-04-14,TR030,OP040,West Pit,118.71,41.53,59.0,67.0,3.43,34.7,2.858,0
2025-06-27,TR028,OP032,East Pit,106.18,36.22,54.3,196.4,3.12,34.0,2.932,0
2025-10-17,TR020,OP011,West Pit,77.19,34.8,59.5,78.8,2.25,34.3,2.218,0
2025-08-07,TR015,OP030,West Pit,41.83,17.47,36.2,78.0,2.09,20.0,2.394,0
2025-08-30,TR025,OP019,South Pit,65.93,35.33,41.3,193.0,2.7,24.4,1.866,0
2025-08-09,TR003,OP012,Stockpile,49.9,29.41,84.0,63.6,1.39,35.9,1.697,0
2025-11-13,TR023,OP047,East Pit,103.31,40.31,34.9,93.4,4.18,24.7,2.563,0
2025-11-18,TR004,OP010,Crusher,63.78,28.75,17.5,107.5,2.53,25.2,2.218,0
2025-07-01,TR006,OP025,South Pit,113.8,40.7,39.8,125.5,4.58,24.9,2.796,0
2025-07-03,TR022,OP047,West Pit,20.08,10.58,88.2,193.4,0.56,35.6,1.898,0
2025-11-08,TR002,OP047,South Pit,118.69,47.56,30.1,200.7,3.44,34.5,2.496,0
2025-12-15,TR002,OP044,East Pit,113.33,43.57,6.8,68.7,3.09,36.7,2.601,0
2025-07-25,TR025,OP018,North Pit,108.95,45.37,24.9,45.7,3.13,34.8,2.401,0
2025-10-21,TR005,OP001,West Pit,50.96,29.79,54.6,196.1,1.42,36.0,1.711,0
2025-08-16,TR010,OP041,Stockpile,71.2,44.27,41.2,236.3,2.65,26.9,1.608,0
2025-11-21,TR028,OP018,South Pit,23.09,11.34,36.2,212.0,0.84,27.6,2.036,0
2025-09-03,TR028,OP020,Stockpile,89.56,49.13,79.2,135.2,4.82,18.6,1.823,0
2025-08-02,TR014,OP041,Crusher,64.41,29.33,41.0,107.0,2.84,22.7,2.196,0
2025-08-05,TR030,OP026,Stockpile,69.25,26.91,43.1,65.9,2.44,28.4,2.573,0
2025-04-19,TR016,OP007,Crusher,47.85,17.63,10.4,113.4,1.67,28.6,2.714,0
2025-01-06,TR027,OP048,West Pit,87.73,31.38,86.2,173.8,4.03,21.8,2.796,0
2025-03-04,TR018,OP037,South Pit,106.51,37.75,53.7,98.1,5.63,18.9,2.821,0
2025-11-15,TR030,OP035,Stockpile,20.82,12.49,47.2,43.3,1.11,18.7,1.667,0
2025-09-04,TR003,OP050,North Pit,32.17,12.83,20.3,163.5,1.5,21.5,2.507,0
2025-07-23,TR009,OP002,Stockpile,76.34,40.25,58.5,179.3,3.2,23.8,1.897,0
2025-01-18,TR024,OP012,Crusher,39.14,20.2,5.0,222.8,1.65,23.7,1.938,0
2025-10-01,TR028,OP008,East Pit,71.33,61.47,62.6,181.1,3.88,18.4,1.16,1
2025-08-01,TR029,OP044,Stockpile,38.96,15.14,10.6,140.2,1.9,20.5,2.573,0
2025-07-30,TR019,OP033,West Pit,40.56,28.25,87.6,80.9,1.44,28.2,1.436,0
2025-06-07,TR006,OP008,West Pit,60.96,27.26,47.2,206.0,2.99,20.4,2.236,0
2025-08-12,TR006,OP014,Stockpile,61.46,28.77,68.1,211.5,2.38,25.8,2.136,0
2025-03-13,TR015,OP009,South Pit,71.79,35.34,45.9,166.9,3.54,20.3,2.031,0
2025-08-10,TR027,OP004,West Pit,39.25,13.4,6.0,164.6,1.61,24.4,2.929,0
2025-11-16,TR008,OP012,Crusher,82.57,38.67,37.7,115.2,3.56,23.2,2.135,0
2025-06-04,TR028,OP032,South Pit,94.71,34.49,35.3,80.3,4.04,23.5,2.746,0
2025-04-11,TR029,OP017,Stockpile,71.82,31.57,17.0,224.5,2.59,27.8,2.275,0
2025-01-14,TR029,OP010,East Pit,39.58,17.85,69.4,222.8,1.47,26.9,2.217,0
2025-02-10,TR005,OP018,West Pit,90.98,37.92,47.6,60.1,2.56,35.5,2.399,0
2025-09-04,TR023,OP050,West Pit,56.84,25.87,67.5,201.6,2.09,27.1,2.197,0
2025-04-10,TR029,OP006,Crusher,70.41,33.24,18.6,225.5,3.3,21.4,2.118,0
2025-09-02,TR028,OP042,North Pit,59.48,31.16,62.3,202.0,2.13,28.0,1.909,0
2025-06-14,TR023,OP009,North Pit,22.15,20.43,79.7,188.2,0.65,33.9,1.084,0
2025-05-16,TR018,OP036,North Pit,38.6,21.1,9.4,40.7,1.82,21.2,1.829,0
2025-07-26,TR004,OP024,East Pit,35.26,48.77,16.6,214.3,1.04,33.9,0.723,1
2025-08-16,TR030,OP017,Stockpile,70.5,32.22,79.0,222.1,2.1,33.6,2.188,0
2025-12-13,TR025,OP012,West Pit,51.65,23.07,60.5,57.3,1.38,37.3,2.239,0
2025-08-12,TR007,OP041,East Pit,91.26,33.09,22.3,78.6,2.7,33.8,2.758,0
2025-05-11,TR008,OP011,North Pit,37.92,37.31,74.4,85.3,1.75,21.6,1.016,1
2025-04-06,TR028,OP008,North Pit,43.12,17.64,14.4,211.3,1.61,26.7,2.444,0
2025-10-27,TR018,OP024,East Pit,106.88,42.01,61.3,68.5,4.34,24.6,2.544,0
2025-01-16,TR023,OP022,West Pit,58.15,27.11,86.6,193.2,2.22,26.2,2.145,0
2025-10-13,TR014,OP015,East Pit,57.88,24.87,9.4,132.7,1.53,37.9,2.327,0
2025-11-26,TR013,OP004,North Pit,48.39,24.23,69.4,194.6,1.38,35.1,1.997,0
